cx,cy,w,h
0.02631578947368421,0.02631578947368421,0.2,0.2
0.02631578947368421,0.02631578947368421,0.2607680962081059,0.2607680962081059
0.02631578947368421,0.02631578947368421,0.28284271247461906,0.1414213562373095
0.02631578947368421,0.02631578947368421,0.316227766016838,0.12649110640673517
0.02631578947368421,0.02631578947368421,0.34641016151377546,0.11547005383792516
0.02631578947368421,0.02631578947368421,0.37416573867739417,0.10690449676496976
0.02631578947368421,0.02631578947368421,0.4,0.1
0.02631578947368421,0.02631578947368421,0.4242640687119285,0.09428090415820635
0.02631578947368421,0.02631578947368421,0.447213595499958,0.08944271909999159
0.02631578947368421,0.02631578947368421,0.469041575982343,0.08528028654224418
0.02631578947368421,0.02631578947368421,0.4898979485566356,0.08164965809277261
0.02631578947368421,0.02631578947368421,0.5099019513592785,0.07844645405527362
0.07894736842105263,0.02631578947368421,0.2,0.2
0.07894736842105263,0.02631578947368421,0.2607680962081059,0.2607680962081059
0.07894736842105263,0.02631578947368421,0.28284271247461906,0.1414213562373095
0.07894736842105263,0.02631578947368421,0.316227766016838,0.12649110640673517
0.07894736842105263,0.02631578947368421,0.34641016151377546,0.11547005383792516
0.07894736842105263,0.02631578947368421,0.37416573867739417,0.10690449676496976
0.07894736842105263,0.02631578947368421,0.4,0.1
0.07894736842105263,0.02631578947368421,0.4242640687119285,0.09428090415820635
0.07894736842105263,0.02631578947368421,0.447213595499958,0.08944271909999159
0.07894736842105263,0.02631578947368421,0.469041575982343,0.08528028654224418
0.07894736842105263,0.02631578947368421,0.4898979485566356,0.08164965809277261
0.07894736842105263,0.02631578947368421,0.5099019513592785,0.07844645405527362
0.13157894736842105,0.02631578947368421,0.2,0.2
0.13157894736842105,0.02631578947368421,0.2607680962081059,0.2607680962081059
0.13157894736842105,0.02631578947368421,0.28284271247461906,0.1414213562373095
0.13157894736842105,0.02631578947368421,0.316227766016838,0.12649110640673517
0.13157894736842105,0.02631578947368421,0.34641016151377546,0.11547005383792516
0.13157894736842105,0.02631578947368421,0.37416573867739417,0.10690449676496976
0.13157894736842105,0.02631578947368421,0.4,0.1
0.13157894736842105,0.02631578947368421,0.4242640687119285,0.09428090415820635
0.13157894736842105,0.02631578947368421,0.447213595499958,0.08944271909999159
0.13157894736842105,0.02631578947368421,0.469041575982343,0.08528028654224418
0.13157894736842105,0.02631578947368421,0.4898979485566356,0.08164965809277261
0.13157894736842105,0.02631578947368421,0.5099019513592785,0.07844645405527362
0.18421052631578946,0.02631578947368421,0.2,0.2
0.18421052631578946,0.02631578947368421,0.2607680962081059,0.2607680962081059
0.18421052631578946,0.02631578947368421,0.28284271247461906,0.1414213562373095
0.18421052631578946,0.02631578947368421,0.316227766016838,0.12649110640673517
0.18421052631578946,0.02631578947368421,0.34641016151377546,0.11547005383792516
0.18421052631578946,0.02631578947368421,0.37416573867739417,0.10690449676496976
0.18421052631578946,0.02631578947368421,0.4,0.1
0.18421052631578946,0.02631578947368421,0.4242640687119285,0.09428090415820635
0.18421052631578946,0.02631578947368421,0.447213595499958,0.08944271909999159
0.18421052631578946,0.02631578947368421,0.469041575982343,0.08528028654224418
0.18421052631578946,0.02631578947368421,0.4898979485566356,0.08164965809277261
0.18421052631578946,0.02631578947368421,0.5099019513592785,0.07844645405527362
0.23684210526315788,0.02631578947368421,0.2,0.2
0.23684210526315788,0.02631578947368421,0.2607680962081059,0.2607680962081059
0.23684210526315788,0.02631578947368421,0.28284271247461906,0.1414213562373095
0.23684210526315788,0.02631578947368421,0.316227766016838,0.12649110640673517
0.23684210526315788,0.02631578947368421,0.34641016151377546,0.11547005383792516
0.23684210526315788,0.02631578947368421,0.37416573867739417,0.10690449676496976
0.23684210526315788,0.02631578947368421,0.4,0.1
0.23684210526315788,0.02631578947368421,0.4242640687119285,0.09428090415820635
0.23684210526315788,0.02631578947368421,0.447213595499958,0.08944271909999159
0.23684210526315788,0.02631578947368421,0.469041575982343,0.08528028654224418
0.23684210526315788,0.02631578947368421,0.4898979485566356,0.08164965809277261
0.23684210526315788,0.02631578947368421,0.5099019513592785,0.07844645405527362
0.2894736842105263,0.02631578947368421,0.2,0.2
0.2894736842105263,0.02631578947368421,0.2607680962081059,0.2607680962081059
0.2894736842105263,0.02631578947368421,0.28284271247461906,0.1414213562373095
0.2894736842105263,0.02631578947368421,0.316227766016838,0.12649110640673517
0.2894736842105263,0.02631578947368421,0.34641016151377546,0.11547005383792516
0.2894736842105263,0.02631578947368421,0.37416573867739417,0.10690449676496976
0.2894736842105263,0.02631578947368421,0.4,0.1
0.2894736842105263,0.02631578947368421,0.4242640687119285,0.09428090415820635
0.2894736842105263,0.02631578947368421,0.447213595499958,0.08944271909999159
0.2894736842105263,0.02631578947368421,0.469041575982343,0.08528028654224418
0.2894736842105263,0.02631578947368421,0.4898979485566356,0.08164965809277261
0.2894736842105263,0.02631578947368421,0.5099019513592785,0.07844645405527362
0.34210526315789475,0.02631578947368421,0.2,0.2
0.34210526315789475,0.02631578947368421,0.2607680962081059,0.2607680962081059
0.34210526315789475,0.02631578947368421,0.28284271247461906,0.1414213562373095
0.34210526315789475,0.02631578947368421,0.316227766016838,0.12649110640673517
0.34210526315789475,0.02631578947368421,0.34641016151377546,0.11547005383792516
0.34210526315789475,0.02631578947368421,0.37416573867739417,0.10690449676496976
0.34210526315789475,0.02631578947368421,0.4,0.1
0.34210526315789475,0.02631578947368421,0.4242640687119285,0.09428090415820635
0.34210526315789475,0.02631578947368421,0.447213595499958,0.08944271909999159
0.34210526315789475,0.02631578947368421,0.469041575982343,0.08528028654224418
0.34210526315789475,0.02631578947368421,0.4898979485566356,0.08164965809277261
0.34210526315789475,0.02631578947368421,0.5099019513592785,0.07844645405527362
0.39473684210526316,0.02631578947368421,0.2,0.2
0.39473684210526316,0.02631578947368421,0.2607680962081059,0.2607680962081059
0.39473684210526316,0.02631578947368421,0.28284271247461906,0.1414213562373095
0.39473684210526316,0.02631578947368421,0.316227766016838,0.12649110640673517
0.39473684210526316,0.02631578947368421,0.34641016151377546,0.11547005383792516
0.39473684210526316,0.02631578947368421,0.37416573867739417,0.10690449676496976
0.39473684210526316,0.02631578947368421,0.4,0.1
0.39473684210526316,0.02631578947368421,0.4242640687119285,0.09428090415820635
0.39473684210526316,0.02631578947368421,0.447213595499958,0.08944271909999159
0.39473684210526316,0.02631578947368421,0.469041575982343,0.08528028654224418
0.39473684210526316,0.02631578947368421,0.4898979485566356,0.08164965809277261
0.39473684210526316,0.02631578947368421,0.5099019513592785,0.07844645405527362
0.4473684210526316,0.02631578947368421,0.2,0.2
0.4473684210526316,0.02631578947368421,0.2607680962081059,0.2607680962081059
0.4473684210526316,0.02631578947368421,0.28284271247461906,0.1414213562373095
0.4473684210526316,0.02631578947368421,0.316227766016838,0.12649110640673517
0.4473684210526316,0.02631578947368421,0.34641016151377546,0.11547005383792516
0.4473684210526316,0.02631578947368421,0.37416573867739417,0.10690449676496976
0.4473684210526316,0.02631578947368421,0.4,0.1
0.4473684210526316,0.02631578947368421,0.4242640687119285,0.09428090415820635
0.4473684210526316,0.02631578947368421,0.447213595499958,0.08944271909999159
0.4473684210526316,0.02631578947368421,0.469041575982343,0.08528028654224418
0.4473684210526316,0.02631578947368421,0.4898979485566356,0.08164965809277261
0.4473684210526316,0.02631578947368421,0.5099019513592785,0.07844645405527362
0.5,0.02631578947368421,0.2,0.2
0.5,0.02631578947368421,0.2607680962081059,0.2607680962081059
0.5,0.02631578947368421,0.28284271247461906,0.1414213562373095
0.5,0.02631578947368421,0.316227766016838,0.12649110640673517
0.5,0.02631578947368421,0.34641016151377546,0.11547005383792516
0.5,0.02631578947368421,0.37416573867739417,0.10690449676496976
0.5,0.02631578947368421,0.4,0.1
0.5,0.02631578947368421,0.4242640687119285,0.09428090415820635
0.5,0.02631578947368421,0.447213595499958,0.08944271909999159
0.5,0.02631578947368421,0.469041575982343,0.08528028654224418
0.5,0.02631578947368421,0.4898979485566356,0.08164965809277261
0.5,0.02631578947368421,0.5099019513592785,0.07844645405527362
0.5526315789473685,0.02631578947368421,0.2,0.2
0.5526315789473685,0.02631578947368421,0.2607680962081059,0.2607680962081059
0.5526315789473685,0.02631578947368421,0.28284271247461906,0.1414213562373095
0.5526315789473685,0.02631578947368421,0.316227766016838,0.12649110640673517
0.5526315789473685,0.02631578947368421,0.34641016151377546,0.11547005383792516
0.5526315789473685,0.02631578947368421,0.37416573867739417,0.10690449676496976
0.5526315789473685,0.02631578947368421,0.4,0.1
0.5526315789473685,0.02631578947368421,0.4242640687119285,0.09428090415820635
0.5526315789473685,0.02631578947368421,0.447213595499958,0.08944271909999159
0.5526315789473685,0.02631578947368421,0.469041575982343,0.08528028654224418
0.5526315789473685,0.02631578947368421,0.4898979485566356,0.08164965809277261
0.5526315789473685,0.02631578947368421,0.5099019513592785,0.07844645405527362
0.6052631578947368,0.02631578947368421,0.2,0.2
0.6052631578947368,0.02631578947368421,0.2607680962081059,0.2607680962081059
0.6052631578947368,0.02631578947368421,0.28284271247461906,0.1414213562373095
0.6052631578947368,0.02631578947368421,0.316227766016838,0.12649110640673517
0.6052631578947368,0.02631578947368421,0.34641016151377546,0.11547005383792516
0.6052631578947368,0.02631578947368421,0.37416573867739417,0.10690449676496976
0.6052631578947368,0.02631578947368421,0.4,0.1
0.6052631578947368,0.02631578947368421,0.4242640687119285,0.09428090415820635
0.6052631578947368,0.02631578947368421,0.447213595499958,0.08944271909999159
0.6052631578947368,0.02631578947368421,0.469041575982343,0.08528028654224418
0.6052631578947368,0.02631578947368421,0.4898979485566356,0.08164965809277261
0.6052631578947368,0.02631578947368421,0.5099019513592785,0.07844645405527362
0.6578947368421053,0.02631578947368421,0.2,0.2
0.6578947368421053,0.02631578947368421,0.2607680962081059,0.2607680962081059
0.6578947368421053,0.02631578947368421,0.28284271247461906,0.1414213562373095
0.6578947368421053,0.02631578947368421,0.316227766016838,0.12649110640673517
0.6578947368421053,0.02631578947368421,0.34641016151377546,0.11547005383792516
0.6578947368421053,0.02631578947368421,0.37416573867739417,0.10690449676496976
0.6578947368421053,0.02631578947368421,0.4,0.1
0.6578947368421053,0.02631578947368421,0.4242640687119285,0.09428090415820635
0.6578947368421053,0.02631578947368421,0.447213595499958,0.08944271909999159
0.6578947368421053,0.02631578947368421,0.469041575982343,0.08528028654224418
0.6578947368421053,0.02631578947368421,0.4898979485566356,0.08164965809277261
0.6578947368421053,0.02631578947368421,0.5099019513592785,0.07844645405527362
0.7105263157894737,0.02631578947368421,0.2,0.2
0.7105263157894737,0.02631578947368421,0.2607680962081059,0.2607680962081059
0.7105263157894737,0.02631578947368421,0.28284271247461906,0.1414213562373095
0.7105263157894737,0.02631578947368421,0.316227766016838,0.12649110640673517
0.7105263157894737,0.02631578947368421,0.34641016151377546,0.11547005383792516
0.7105263157894737,0.02631578947368421,0.37416573867739417,0.10690449676496976
0.7105263157894737,0.02631578947368421,0.4,0.1
0.7105263157894737,0.02631578947368421,0.4242640687119285,0.09428090415820635
0.7105263157894737,0.02631578947368421,0.447213595499958,0.08944271909999159
0.7105263157894737,0.02631578947368421,0.469041575982343,0.08528028654224418
0.7105263157894737,0.02631578947368421,0.4898979485566356,0.08164965809277261
0.7105263157894737,0.02631578947368421,0.5099019513592785,0.07844645405527362
0.7631578947368421,0.02631578947368421,0.2,0.2
0.7631578947368421,0.02631578947368421,0.2607680962081059,0.2607680962081059
0.7631578947368421,0.02631578947368421,0.28284271247461906,0.1414213562373095
0.7631578947368421,0.02631578947368421,0.316227766016838,0.12649110640673517
0.7631578947368421,0.02631578947368421,0.34641016151377546,0.11547005383792516
0.7631578947368421,0.02631578947368421,0.37416573867739417,0.10690449676496976
0.7631578947368421,0.02631578947368421,0.4,0.1
0.7631578947368421,0.02631578947368421,0.4242640687119285,0.09428090415820635
0.7631578947368421,0.02631578947368421,0.447213595499958,0.08944271909999159
0.7631578947368421,0.02631578947368421,0.469041575982343,0.08528028654224418
0.7631578947368421,0.02631578947368421,0.4898979485566356,0.08164965809277261
0.7631578947368421,0.02631578947368421,0.5099019513592785,0.07844645405527362
0.8157894736842105,0.02631578947368421,0.2,0.2
0.8157894736842105,0.02631578947368421,0.2607680962081059,0.2607680962081059
0.8157894736842105,0.02631578947368421,0.28284271247461906,0.1414213562373095
0.8157894736842105,0.02631578947368421,0.316227766016838,0.12649110640673517
0.8157894736842105,0.02631578947368421,0.34641016151377546,0.11547005383792516
0.8157894736842105,0.02631578947368421,0.37416573867739417,0.10690449676496976
0.8157894736842105,0.02631578947368421,0.4,0.1
0.8157894736842105,0.02631578947368421,0.4242640687119285,0.09428090415820635
0.8157894736842105,0.02631578947368421,0.447213595499958,0.08944271909999159
0.8157894736842105,0.02631578947368421,0.469041575982343,0.08528028654224418
0.8157894736842105,0.02631578947368421,0.4898979485566356,0.08164965809277261
0.8157894736842105,0.02631578947368421,0.5099019513592785,0.07844645405527362
